INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
1.4700000000000000e+03,"A(","C(","N:","D+","E+",,"1067356","1052452",1991,"ВЩ 574043","12/03/91 00:00:00","1644рдб",,,"12/03/91 00:00:00","12/02/91 00:00:00","F)",,"H8","(5",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","12/02/91 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,"*)",
1.4710000000000000e+03,"A(","C(","N:","D+","E+",,"1055729","1052060",1991,"ВЩ 574040","12/03/91 00:00:00","0474рдв",,,"12/03/91 00:00:00","12/02/91 00:00:00","F)",,"H8","(30",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","10/01/92 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4720000000000000e+03,"A(","C(","N>","D+","E+",,"1067687","1052803",1991,"ВШ 913964","12/10/91 00:00:00","0188рда",,,"12/10/91 00:00:00","12/02/91 00:00:00","F)",,"H8","(3)",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","12/02/91 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4730000000000000e+03,"A(","C(","N9","D(","E+",,"2063401","0660751",1991,"ВЮ 040025","12/13/91 00:00:00","0101рдв",,,"12/13/91 00:00:00","12/02/91 00:00:00","F)",,"H8","(Z",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","12/02/91 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.4740000000000000e+03,"A(","C(","N9","D(","E+",,"2057769","0658881",1991,"ВШ 913889","12/05/91 00:00:00","0781рдб",,,"12/05/91 00:00:00","12/02/91 00:00:00","F)",,"H8","(?",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","04/10/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.4750000000000000e+03,"A(","C(","N9","D(","E+",,"2093945","0663651",1991,"ВШ 913926","12/06/91 00:00:00","0292рда",,,"11/11/92 00:00:00","12/02/91 00:00:00","F)",,"H8","(3)",,,,,"I*","10/24-39","04/08/91 00:00:00","JB","б/н","11/28/91 00:00:00","51","12/02/91 00:00:00","12/02/91 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.4760000000000000e+03,"A6","C0","Q~","D.","EE","8906180","128496",,1989,"ВШ 911580","08/30/91 00:00:00","0898рдб",,,"08/30/91 00:00:00","07/11/89 00:00:00","F)",,,"((",,,,,,,,"J-","486","07/07/89 00:00:00",,,"07/11/89 00:00:00",,2.0800000000000000e+03,3.6000000000000000e+01,,,
1.4770000000000000e+03,"A(","C*","OQ","D-","E(","332554","10800455","4215",1991,"АГА 344320","11/12/92 00:00:00","1013рдш",,,"11/12/92 00:00:00","04/07/92 00:00:00","F*",,"H*","(9",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1126","11/25/91 00:00:00","11","04/07/92 00:00:00","04/07/92 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.4780000000000000e+03,"A(","C*","OQ","D-","E(","341282","11000708","4006",1991,"ВЮ 047402","03/16/92 00:00:00","0366рдг",,,"03/16/92 00:00:00","03/02/92 00:00:00","F*",,"H<","(2*",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1126","11/25/91 00:00:00","7","03/01/92 00:00:00","03/02/92 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.4790000000000000e+03,"A(","C*","OQ","D-","E(","342205","11002389","5061",1991,"ВЩ 575808","01/29/92 00:00:00","0177рдг",,,"01/29/92 00:00:00","01/24/92 00:00:00","F*",,"HG","(2,",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1126","11/25/91 00:00:00","1","01/26/92 00:00:00","01/24/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.4800000000000000e+03,"A(","C*","OQ","D-","E(","342551","11003051","5321",1991,"ВЩ 568724","03/17/92 00:00:00","0193",,,"03/17/92 00:00:00","03/16/92 00:00:00","F*",,"H<","(H",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1126","11/25/91 00:00:00","7","02/28/92 00:00:00","03/16/92 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.4810000000000000e+03,"A(","C*","OQ","D-","E(","342515","11002966",,1991,"ВЮ 037851","07/02/92 00:00:00","0497рдв",,,"07/02/92 00:00:00","07/13/92 00:00:00","F*",,,"(;",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1126","11/25/91 00:00:00","21","07/13/92 00:00:00","07/13/92 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.4820000000000000e+03,"A.","C2","SТ",,"EF","827829","745736",,1991,"ВЮ 037556","03/27/92 00:00:00","0986рош",,,"03/27/92 00:00:00","02/13/92 00:00:00",,"G)",,"(:",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00",,,"02/13/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4830000000000000e+03,"A.","C2","SТ",,"EF","830513","747699",,1991,"ВШ 911183","04/04/92 00:00:00","0065роэ",,,"04/04/92 00:00:00","01/27/92 00:00:00",,"G)",,"(25",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","32","01/21/92 00:00:00","01/27/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4840000000000000e+03,"A.","C2","SТ",,"EF","829628","745791",,1991,"ВШ 917350","06/10/92 00:00:00","0964роч",,,"06/10/92 00:00:00","01/29/92 00:00:00",,"G)",,"(d",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","32","01/21/92 00:00:00","01/29/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4850000000000000e+03,"A.","C2","SТ",,"EF","830579","747822",,1991,"ВШ 917352","06/10/92 00:00:00","1323роч",,,"06/10/92 00:00:00","02/27/92 00:00:00",,"G)",,"(d",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","5","02/24/92 00:00:00","05/27/29 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4860000000000000e+03,"A.","C2","SТ",,"EF","830119","747535",,1991,"ВШ 917349","06/10/92 00:00:00","0867роч",,,"06/10/92 00:00:00","01/29/92 00:00:00",,"G)",,"(d",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","32","01/21/92 00:00:00","01/29/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4870000000000000e+03,"A.","C2","SТ",,"EF","830519","748118",,1991,"ВШ 921506","06/30/92 00:00:00","1386роч",,,"06/30/92 00:00:00","06/23/92 00:00:00",,,,"(4",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","32","01/20/92 00:00:00","06/23/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4880000000000000e+03,"A.","C2","SТ",,"EF","830514","746947",,1991,"ВШ 911180","04/04/92 00:00:00","0934роч",,,"04/04/92 00:00:00","01/27/92 00:00:00",,,,"(2)",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","79752181","11/21/91 00:00:00","32","01/21/92 00:00:00","01/27/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.5020000000000000e+03,"A.","C2","SФ",,"EF","841114","755419",,1991,"ВУ 979838","02/04/92 00:00:00","0624роч",,,"02/04/92 00:00:00","01/29/92 00:00:00",,,,"(b",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","79752687","12/07/91 00:00:00","32","01/21/92 00:00:00","01/29/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.5030000000000000e+03,"A.","C2","SФ",,"EF","841091","756031",,1991,"ВШ 911142","02/07/92 00:00:00","0883роф",,,"02/07/92 00:00:00","01/01/92 00:00:00",,,,"(W",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","79752687","12/07/91 00:00:00",,,"01/01/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.5040000000000000e+03,"A(","C*","OO","D,","E)","603178","5051537","1102",1984,"ВР 994174","11/22/84 00:00:00","0820ром",,,"01/04/91 00:00:00","01/04/92 00:00:00","F*",,"HT","((",,,,,"I-","601","12/29/91 00:00:00","JE","пр-сд.акт","12/04/91 00:00:00",,,"01/04/92 00:00:00","08/20/92 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.5050000000000000e+03,"A(","C*","OQ","D,","E)","0354390","11210354","7800",1992,"ВШ 920922","02/26/92 00:00:00","1198рдш",,,"02/26/92 00:00:00","02/25/92 00:00:00","F*","G4",,"(L",,,,,,,,"J/","3/12","02/06/92 00:00:00","5","02/24/92 00:00:00","02/25/92 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,"*(",
1.5060000000000000e+03,"A(","C*","OQ","D,","E)","0351456","11203683","4636",1992,,,"0090рдг",,,,,"F*","G1",,,,,,,,,,"J/","3/12","02/06/92 00:00:00",,,,"02/19/92 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.5070000000000000e+03,"A(","C*","OQ","D,","E)","0354382","11210307","7788",1992,"ВЮ 047398","03/16/92 00:00:00","0401рдг",,,"03/16/92 00:00:00","03/03/92 00:00:00","F*","G4",,"(3)",,,,,,,,"J/","3/12","02/06/92 00:00:00","1","01/24/92 00:00:00","03/03/92 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
1.5080000000000000e+03,"A(","C*","OQ","D,","E)","0355250","20101960","8626",1992,"ВЮ 040297","07/17/92 00:00:00","0131рдг",,,"07/17/92 00:00:00","05/14/92 00:00:00","F*","G4",,"(Z",,,,,"I)",,,"J/","3/12","02/06/92 00:00:00",,,"05/14/92 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.5090000000000000e+03,"A(","C*","OQ","D,","E)","0355284","20101408","8731",1992,,,"0028рдг",,,,,"F*","G1",,,,,,,,,,"J/","3/12","02/06/92 00:00:00",,,,"07/03/92 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.5100000000000000e+03,"A(","C*","OQ","D,","E)","0354373","11210190","7771",1992,"ВЮ 037558","03/27/92 00:00:00","0268рдг",,,"03/27/92 00:00:00","03/05/92 00:00:00","F*","G1",,"(:",,,,,,,,"J/","3/12","02/06/92 00:00:00","5","02/24/92 00:00:00","03/05/92 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.5110000000000000e+03,"A(","C*","OQ","D-","E*","342213","11002442",,1992,"ВЮ 047361","03/11/92 00:00:00","0327рдв",,,"03/11/92 00:00:00","02/25/92 00:00:00","F*","G4","H1","(2)",,,,,,,,"J-","60","02/03/92 00:00:00","5","02/24/92 00:00:00","02/25/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.5120000000000000e+03,"A(","C*","OQ","D-","E*","342310","11002570",,1992,"ВЮ 047362","03/11/92 00:00:00","0177рдг",,,"03/11/92 00:00:00","02/25/92 00:00:00","F*","G4","H1","(2)",,,,,,,,"J-","60","02/03/92 00:00:00","5","02/24/92 00:00:00","02/25/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.5130000000000000e+03,"A(","C*","OQ","D-","E*","346779","11102327","9743",1992,"ВЮ 047358","03/11/92 00:00:00","0177рдг",,,"03/11/92 00:00:00","02/25/92 00:00:00","F*",,"H1","(2)",,,,,,,,"J-","60","02/03/92 00:00:00","5","02/24/92 00:00:00","02/25/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.5140000000000000e+03,"A(","C*","OQ","D-","E+","342053","11001974","4871",1992,"ВЮ 047564","04/01/92 00:00:00","0787рдш",,,"04/01/92 00:00:00","03/09/92 00:00:00","F*",,"H8","((",,,,,,,,"J-","60","02/03/92 00:00:00","5","02/24/92 00:00:00","03/09/92 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,
1.5150000000000000e+03,"A(","C(","N8","D(","E,",,"1977596","2701763",1992,,,"0479рдш",,,,"02/28/92 00:00:00","F)",,"H8","(L",,,,,,,,"J-","60","02/03/92 00:00:00",,,"02/28/92 00:00:00",,2.0800000000000000e+03,9.5000000000000000e+00,,,
1.5300000000000000e+03,"A(","C(","N7","D(","E)",,"2223098","2804430",1992,"ВЮ 031479","03/03/92 00:00:00","0987рдб",,,"03/03/92 00:00:00","02/27/92 00:00:00","F)",,,"(a",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","6","02/24/92 00:00:00","02/27/92 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5310000000000000e+03,"A(","C(","NF","D(","E)",,"2231708","0919399",1992,"ВЮ 047346","03/11/92 00:00:00","0616ром",,,"03/11/92 00:00:00","03/04/92 00:00:00","F)",,"H7","(>",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","6","02/24/92 00:00:00","07/20/93 00:00:00",,2.0800000000000000e+03,1.2000000000000000e+01,,,
1.5320000000000000e+03,"A(","C(","N7","D(","E)",,"2222186","2803561",1992,"ВЮ 039857","07/10/93 00:00:00","0897ром",,,"07/10/93 00:00:00","02/05/92 00:00:00","F)",,,"(F",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00",,,"07/09/93 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5330000000000000e+03,"A(","C(","N7","D(","E)",,"2223247","2804843",1992,"ВЩ 569007","08/01/92 00:00:00","0217рдг",,,"08/01/92 00:00:00","07/15/92 00:00:00","F)",,,"(G",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","21","07/08/92 00:00:00","07/15/92 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5340000000000000e+03,"A(","C(","N8","D(","E)",,"2218300","2799482",1992,,,"0070рдг",,,,"02/05/92 00:00:00","F)",,,"(Y",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00",,,"08/04/93 00:00:00",,2.0800000000000000e+03,1.0500000000000000e+01,,,
1.5350000000000000e+03,"A(","C(","N7","D(","E)",,"2223360","2804358",1992,"АГА 348815","10/01/93 00:00:00","0625рдб",,,"10/01/93 00:00:00","02/05/92 00:00:00","F)","G,",,"(24",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00",,,"08/27/93 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5360000000000000e+03,"A(","C(","N8","D(","E)",,"2223383","2804488",1992,,,"0088рдг",,,,"03/04/92 00:00:00","F)",,,"(n",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","6","02/24/92 00:00:00","03/04/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5370000000000000e+03,"A(","C(","N8","D(","E)",,"2222976","2804031",1992,"ВЯ 032212","08/18/93 00:00:00","0583рдв",,,"08/18/93 00:00:00","02/05/92 00:00:00","F)",,,"(21",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00",,,"08/05/93 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5380000000000000e+03,"A(","C(","N7","D(","E)",,"2222167","2803170",1992,"ВЭ 340744","06/21/93 00:00:00","0451рдг",,,"06/21/93 00:00:00","02/05/92 00:00:00","F)",,,"(7",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00",,,"06/09/93 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5390000000000000e+03,"A(","C(","N8","D(","E)",,"2222154","2803428",1992,"ВЩ 573544","03/20/92 00:00:00","0490рдг",,,"08/10/93 00:00:00","02/28/92 00:00:00","F)",,,"(K",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","3","02/24/92 00:00:00","02/28/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5400000000000000e+03,"A(","C(","N8","D(","E)",,"2223135","2804997",1992,"ВЮ 039055","03/18/92 00:00:00","0504рдб",,,"03/18/92 00:00:00","03/11/92 00:00:00","F)",,,"(f",,,,,"I)",,,"J/","3/32","02/05/92 00:00:00","6","02/24/92 00:00:00","03/11/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5410000000000000e+03,"A(","C(","N8","D(","E)",,"2221105","2802465",1992,"ВШ 920924","02/26/92 00:00:00","1889рда",,,"02/26/92 00:00:00","02/25/92 00:00:00","F)",,,"(L",,,,,"I)",,,"J/","3/44","02/25/92 00:00:00","6","02/24/92 00:00:00","02/25/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5420000000000000e+03,"A(","C(","N6","D(","E)",,"2222235","2283508",1992,"ВЮ 047345","03/11/92 00:00:00","0566рдг",,,"12/06/93 00:00:00","02/25/92 00:00:00","F)",,,"(<",,,,,"I)",,,"J/","3/44","02/25/92 00:00:00","6","02/24/92 00:00:00","12/22/93 00:00:00",,2.0800000000000000e+03,1.0500000000000000e+01,,,
1.5430000000000000e+03,"A(","C(","N9","D(","E)",,"2212354","0683931",1992,"ВЮ 047353","03/11/92 00:00:00","0632рдг",,,"03/11/92 00:00:00","02/26/92 00:00:00","F)",,"HZ","((",,,,,"I)",,,"J/","3/44","02/25/92 00:00:00","6","02/24/92 00:00:00","02/26/92 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.5580000000000000e+03,"A(","C(","N8","D(","E)",,"2221098","2802283",1992,"ВЮ 037562","03/31/92 00:00:00","0224рос",,,"03/31/92 00:00:00","03/24/92 00:00:00","F)",,,"(;",,,,,"I)",,,"J/","3/44","02/25/92 00:00:00","6","02/24/92 00:00:00","03/24/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5590000000000000e+03,"A(","C(","N8","D(","E)",,"2220772","2802185",1992,"ВЩ 574339","03/31/92 00:00:00","0108рдг",,,"03/31/92 00:00:00","03/25/92 00:00:00","F)",,,"(5",,,,,,,,"J/","3/44","02/07/92 00:00:00","6","02/25/92 00:00:00","03/25/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5600000000000000e+03,"A(","C(","N8","D(","E)",,"2219393","2800681",1992,"ВЮ 047803","04/22/92 00:00:00","0225рос",,,"04/22/92 00:00:00","04/15/92 00:00:00","F)",,,"(24",,,,,,,,"J/","3/44","02/07/92 00:00:00","6","02/25/92 00:00:00","04/15/92 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
1.5610000000000000e+03,"A(","C(","N7","D(","E+",,"2297408","2834170",1992,"ВЮ 047802","04/22/92 00:00:00","0954рдб",,,"04/22/92 00:00:00","04/14/92 00:00:00","F)",,"H8","(:",,,,,,,,"J/","3/739","04/10/92 00:00:00",,,"11/22/93 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5620000000000000e+03,"A(","C(","N7","D(","E+",,"2297392","2833498",1992,"ВШ 921245","04/12/92 00:00:00","0175",,,"04/12/92 00:00:00","04/14/92 00:00:00","F)",,"H8","(S",,,,,,,,"J/","3/739","04/10/92 00:00:00",,,"04/14/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5630000000000000e+03,"A(","C(","N7","D(","E+",,"2301530","2833914",1992,"ВЭ 327705","08/12/92 00:00:00","1786рдг",,,"08/12/92 00:00:00","04/14/92 00:00:00","F)",,"H8","(3)",,,,,,,,"J/","3/739","04/10/92 00:00:00",,,"04/14/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5640000000000000e+03,"A(","C(","N9","D(","E+",,"2307998","0698348",1992,"ВЩ 572257","04/25/92 00:00:00","1152рдв",,,"04/25/92 00:00:00","04/13/92 00:00:00","F)",,"H8","(3.",,,,,,,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5650000000000000e+03,"A(","C(","N9","D(","E+",,"2307947","0698384",1992,"ВЮ 047735","04/17/92 00:00:00","0599рдв",,,"04/17/92 00:00:00","04/13/92 00:00:00","F)",,"H8","(3)",,,,,,,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5660000000000000e+03,"A(","C(","N9","D(","E+",,"2264482","0689425",1992,"ВЮ 047734","04/17/92 00:00:00","0506рдг",,,"04/17/92 00:00:00","04/13/92 00:00:00","F)",,"H8","(3)",,,,,,,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5670000000000000e+03,"A(","C(","N9","D(","E+",,"2307842","0697924",1992,"ВЭ 329188","11/24/92 00:00:00","0267рдв",,,"04/17/92 00:00:00","04/13/92 00:00:00","F)","G*","H8","(3*",,,,,,,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5680000000000000e+03,"A(","C(","N9","D(","E+",,"2308000","0698253",1992,"АГА 354020","04/14/92 00:00:00","0476рдв",,,"04/14/92 00:00:00","04/13/92 00:00:00","F)",,"H8","(3(",,,,,,,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5690000000000000e+03,"A(","C(","N9","D(","E+",,"2306983","0697970",1992,,,"0238рдв",,,,"04/13/92 00:00:00","F)",,"H8","(Q",,,,,"I)",,,"JB","б/н","04/07/92 00:00:00","б/н","04/13/92 00:00:00","04/13/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5700000000000000e+03,"A(","C(","N9","D(","E+",,"2306359","0697729",1992,"ВЮ 047692","04/13/92 00:00:00","0135рда",,,"04/13/92 00:00:00","04/10/92 00:00:00","F)",,"HW","((",,,,,,,,"J/","3/735","04/10/92 00:00:00","б/н",,"04/10/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5710000000000000e+03,"A(","C(","N9","D(","E)",,"2304707","0696970",1992,,,,,,,"06/30/92 00:00:00",,,,"(g",,,,,"I)",,,"J/","3/718","04/09/92 00:00:00","18","06/29/92 00:00:00","06/30/92 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",
1.5860000000000000e+03,"A(","C*","ON","D,","E+","0271219","00510201",,1991,"ВЮ 047829","04/24/92 00:00:00","0210ром",,,"04/24/92 00:00:00","03/20/92 00:00:00","F*",,"HN","(E",,,,,"I-","б/н","03/24/92 00:00:00","JK","б/н","03/17/92 00:00:00",,,"07/15/93 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
1.5870000000000000e+03,"A(","C(","NF","D(","E+",,"2215294","0918561",1992,"ВЮ 048039","05/18/92 00:00:00","0385рдв",,,"05/18/92 00:00:00","05/12/92 00:00:00","F)","G4","H8","(3)",,,,,,,,"J/","3/736","04/10/92 00:00:00","б/н",,"05/12/92 00:00:00",,2.9000000000000000e+03,1.4000000000000000e+01,,,
1.5880000000000000e+03,"A(","C*","ON","D,","E+","б/н","495827","9474",1987,"ВШ 921246","04/20/92 00:00:00","0995рдг",,,"04/20/92 00:00:00","04/07/92 00:00:00","F*",,"H8","(X",,,,,"I-",,,"JM","10/92","03/04/92 00:00:00","б/н","03/19/92 00:00:00","04/07/92 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
1.5890000000000000e+03,"A(","C*","ON","D,","E+","067406","б/н","1321",1987,"ВШ 918987","07/15/92 00:00:00","0289",,,"07/15/92 00:00:00","04/07/92 00:00:00","F*",,"H8","(`",,,,,"I-",,,"JM","10/92","03/04/92 00:00:00","б/н","03/19/92 00:00:00","04/07/92 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
1.5900000000000000e+03,"A(","C*","ON","D,","E+",,"41104070","7355",1987,,,,,,,"04/07/92 00:00:00","F*",,"H8","(a",,,,,"I-",,,"JM","10/92","03/04/92 00:00:00","б/н","03/19/92 00:00:00","04/07/92 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,"*)",
1.5910000000000000e+03,"A(","C*","ON","D,","E+","70407112","290190","6136",1987,"ВЩ 578142","04/16/92 00:00:00","0611рдв",,,"04/16/92 00:00:00","04/07/92 00:00:00","F*",,"H8","(A",,,,,"I-",,,"JM","10/92","03/04/92 00:00:00","б/н","03/19/92 00:00:00","04/07/92 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,"*)",
1.5920000000000000e+03,"A(","C)","NV","D(","E)","0005483","49625","0005623",1992,"ВЭ 327587","08/04/92 00:00:00","0585рдг",,,"08/04/92 00:00:00","05/15/92 00:00:00","F*","G(",,"((",,,,,"I)",,,"J.","9/6024","05/15/92 00:00:00",,,"09/18/92 00:00:00",,2.0800000000000000e+03,1.3000000000000000e+01,,"*(",
1.5930000000000000e+03,"A(","C(","N7","D(","E+",,"2297407","2834257",1992,,,"0149рдг",,,,"05/21/92 00:00:00","F)",,"H8","(9",,,,,"I)",,,"J/","3/738","04/10/92 00:00:00","б/н","05/21/92 00:00:00","05/21/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5940000000000000e+03,"A(","C(","N7","D(","E+",,"2297003","2833533",1992,"ВЮ 048104","05/22/92 00:00:00","1023рдг",,,"05/22/92 00:00:00","05/21/92 00:00:00","F)",,"H8","(3/",,,,,"I)",,,"J/","3/738","04/10/92 00:00:00","б/н","05/21/92 00:00:00","11/23/93 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.5950000000000000e+03,"A(","C(","N7","D(","E+",,"2287362","2834029",1992,"АГА 354067","05/20/92 00:00:00","0239",,,"05/20/92 00:00:00","05/19/92 00:00:00","F)",,"H8","(5",,,,,"I)",,,"J/","3/737","04/10/92 00:00:00","б/н","05/18/92 00:00:00","05/19/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
